id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
17560,1.0,No,6.0,5.0,No,,6.0,Extrovert
3907,2.0,No,9.0,6.0,No,8.0,4.0,Extrovert
22473,1.0,No,9.0,5.0,No,15.0,9.0,
19456,4.0,Yes,3.0,0.0,Yes,3.0,,
10134,4.0,Yes,3.0,2.0,Yes,2.0,2.0,Introvert
15614,0.0,No,8.0,5.0,No,13.0,3.0,Extrovert
6986,5.0,Yes,0.0,0.0,Yes,1.0,,Introvert
8887,10.0,Yes,3.0,2.0,,2.0,0.0,Introvert
4519,3.0,No,9.0,3.0,,9.0,3.0,Introvert
18519,3.0,No,7.0,3.0,No,9.0,7.0,Extrovert
10986,6.0,Yes,2.0,0.0,Yes,4.0,0.0,Introvert
17227,0.0,,4.0,6.0,No,13.0,3.0,Extrovert
17695,3.0,No,5.0,4.0,No,12.0,7.0,Extrovert
8193,3.0,No,5.0,3.0,,9.0,7.0,Extrovert
19781,3.0,No,8.0,3.0,No,6.0,6.0,
19845,2.0,No,8.0,5.0,No,15.0,8.0,
6039,0.0,No,5.0,5.0,No,6.0,4.0,Extrovert
16759,1.0,No,6.0,5.0,No,10.0,,Extrovert
14375,7.0,Yes,3.0,3.0,Yes,,2.0,Introvert
22538,3.0,No,5.0,6.0,No,5.0,4.0,
12086,2.0,No,4.0,7.0,No,7.0,7.0,Extrovert
13811,4.0,,3.0,1.0,Yes,2.0,1.0,Introvert
10996,0.0,Yes,3.0,5.0,No,9.0,5.0,Extrovert
11355,1.0,No,7.0,,No,13.0,5.0,Extrovert
14861,4.0,No,4.0,5.0,No,11.0,6.0,Extrovert
16032,2.0,No,4.0,4.0,No,12.0,3.0,Extrovert
21502,1.0,No,5.0,4.0,No,10.0,6.0,
1436,2.0,No,6.0,,No,6.0,7.0,Extrovert
21969,4.0,,,2.0,Yes,5.0,0.0,
24134,1.0,,8.0,3.0,No,15.0,4.0,
6262,5.0,,0.0,0.0,Yes,2.0,2.0,Introvert
7232,5.0,Yes,2.0,1.0,Yes,5.0,,Introvert
12117,3.0,No,4.0,4.0,No,9.0,7.0,Extrovert
4680,3.0,,6.0,3.0,No,5.0,4.0,Extrovert
23668,8.0,,0.0,0.0,Yes,3.0,0.0,
6535,3.0,No,6.0,7.0,No,11.0,6.0,Extrovert
6249,2.0,No,6.0,6.0,No,10.0,9.0,Extrovert
24380,7.0,Yes,0.0,2.0,,0.0,0.0,
11186,2.0,No,8.0,4.0,No,8.0,,Extrovert
9893,2.0,No,4.0,4.0,No,12.0,6.0,Extrovert
5816,4.0,Yes,0.0,0.0,Yes,0.0,2.0,Introvert
8673,3.0,No,7.0,6.0,No,9.0,8.0,Extrovert
5634,11.0,,5.0,2.0,Yes,4.0,2.0,Introvert
12339,5.0,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
10541,0.0,No,6.0,6.0,No,12.0,8.0,Extrovert
4730,0.0,No,8.0,5.0,No,6.0,6.0,Extrovert
16361,,No,7.0,3.0,No,12.0,6.0,Extrovert
171,2.0,No,7.0,4.0,No,11.0,,Extrovert
17389,1.0,No,5.0,6.0,No,,7.0,Extrovert
21582,4.0,,2.0,1.0,Yes,2.0,2.0,
14316,0.0,No,9.0,7.0,No,10.0,8.0,Extrovert
7409,0.0,No,10.0,4.0,No,7.0,8.0,Extrovert
24640,,No,7.0,5.0,No,12.0,,
7709,3.0,No,6.0,7.0,No,8.0,5.0,Extrovert
6900,3.0,No,,5.0,No,,7.0,Extrovert
18070,1.0,No,5.0,6.0,No,,4.0,Extrovert
15826,1.0,No,4.0,7.0,No,14.0,3.0,Extrovert
6661,4.0,Yes,,2.0,Yes,0.0,0.0,Introvert
1675,3.0,,8.0,5.0,No,11.0,4.0,Extrovert
5961,3.0,No,8.0,4.0,No,8.0,8.0,Extrovert
19350,2.0,No,7.0,5.0,,12.0,6.0,
16737,10.0,Yes,2.0,,,2.0,1.0,Introvert
11909,1.0,No,7.0,3.0,No,8.0,,Extrovert
19883,2.0,No,8.0,7.0,No,8.0,7.0,
7686,0.0,No,9.0,4.0,No,8.0,3.0,Extrovert
17307,9.0,Yes,3.0,1.0,Yes,5.0,0.0,Introvert
8641,2.0,No,5.0,5.0,,14.0,5.0,Extrovert
21788,0.0,,4.0,3.0,No,5.0,7.0,
11542,9.0,Yes,3.0,2.0,Yes,3.0,,Introvert
20936,3.0,No,8.0,,No,7.0,9.0,
14910,3.0,No,9.0,4.0,No,12.0,9.0,Extrovert
17562,7.0,Yes,,0.0,Yes,4.0,2.0,Introvert
19818,1.0,No,9.0,,No,12.0,7.0,
3277,0.0,,5.0,3.0,No,12.0,3.0,Extrovert
3933,2.0,No,9.0,7.0,No,8.0,6.0,Extrovert
3103,1.0,No,7.0,4.0,No,8.0,7.0,Extrovert
6319,,No,9.0,,No,15.0,3.0,Extrovert
14851,3.0,No,6.0,6.0,No,13.0,7.0,Extrovert
6953,8.0,Yes,3.0,1.0,Yes,9.0,2.0,Introvert
23034,2.0,No,9.0,5.0,No,8.0,,
11037,7.0,Yes,4.0,2.0,Yes,1.0,0.0,Introvert
1194,2.0,No,8.0,4.0,,7.0,5.0,Extrovert
18026,6.0,Yes,0.0,1.0,Yes,1.0,3.0,Introvert
21728,0.0,No,9.0,3.0,No,,8.0,
5865,2.0,No,8.0,5.0,No,5.0,10.0,Extrovert
5034,0.0,No,6.0,7.0,No,12.0,4.0,Extrovert
5781,1.0,No,5.0,7.0,No,10.0,5.0,Extrovert
13800,1.0,No,7.0,7.0,No,10.0,8.0,Extrovert
1672,1.0,No,9.0,5.0,No,8.0,7.0,Extrovert
18992,2.0,No,9.0,6.0,No,6.0,8.0,
3557,3.0,,8.0,3.0,No,11.0,8.0,Extrovert
9793,10.0,Yes,,3.0,Yes,2.0,1.0,Introvert
19743,1.0,No,8.0,,No,12.0,4.0,
13276,6.0,,2.0,0.0,Yes,1.0,0.0,Introvert
12600,,Yes,0.0,2.0,Yes,2.0,0.0,Introvert
12886,6.0,Yes,0.0,2.0,,1.0,2.0,Introvert
4084,7.0,Yes,,1.0,,,0.0,Introvert
17826,2.0,No,6.0,4.0,No,6.0,8.0,Extrovert
10793,0.0,No,6.0,6.0,No,5.0,7.0,Extrovert
17241,6.0,Yes,1.0,,Yes,3.0,1.0,Introvert
9068,3.0,No,4.0,5.0,No,9.0,8.0,Extrovert
21078,3.0,No,7.0,,No,7.0,7.0,
16563,,No,5.0,6.0,No,11.0,6.0,Extrovert
3296,11.0,Yes,,0.0,Yes,4.0,1.0,Introvert
15574,0.0,Yes,7.0,6.0,No,5.0,6.0,Extrovert
15517,3.0,No,6.0,4.0,No,14.0,6.0,Extrovert
1223,3.0,No,7.0,7.0,No,13.0,3.0,Extrovert
12606,10.0,Yes,1.0,,Yes,3.0,,Introvert
7175,1.0,No,9.0,3.0,No,7.0,7.0,Extrovert
17688,3.0,No,6.0,6.0,No,13.0,5.0,Extrovert
22159,1.0,No,7.0,6.0,No,10.0,,
8865,2.0,No,8.0,4.0,No,7.0,9.0,Extrovert
4396,1.0,No,6.0,4.0,No,12.0,6.0,Extrovert
5899,1.0,No,7.0,3.0,No,5.0,6.0,Extrovert
16741,3.0,No,9.0,5.0,No,10.0,3.0,Extrovert
2166,8.0,Yes,0.0,0.0,Yes,3.0,3.0,Introvert
7515,,No,7.0,5.0,No,9.0,6.0,Extrovert
10234,2.0,No,9.0,3.0,No,4.0,4.0,Extrovert
16926,2.0,No,3.0,7.0,No,5.0,9.0,Extrovert
9096,1.0,No,4.0,3.0,No,8.0,3.0,Extrovert
19955,3.0,No,9.0,4.0,No,6.0,10.0,
13186,8.0,,3.0,1.0,Yes,2.0,0.0,Introvert
20817,,No,9.0,5.0,No,6.0,3.0,
4242,3.0,No,3.0,6.0,No,4.0,6.0,Extrovert
22254,1.0,No,5.0,3.0,No,10.0,,
19405,9.0,,1.0,1.0,Yes,1.0,2.0,
12228,5.0,Yes,2.0,3.0,Yes,1.0,1.0,Introvert
2430,2.0,No,7.0,6.0,,9.0,8.0,Extrovert
22409,3.0,No,8.0,5.0,No,6.0,3.0,
1502,4.0,No,9.0,7.0,No,,8.0,Extrovert
22040,2.0,No,7.0,5.0,No,8.0,6.0,
13369,3.0,No,6.0,3.0,No,13.0,3.0,Extrovert
15336,2.0,,7.0,7.0,No,12.0,10.0,Extrovert
3281,1.0,No,8.0,3.0,No,5.0,3.0,Extrovert
12091,0.0,No,5.0,5.0,No,6.0,8.0,Extrovert
9443,0.0,No,4.0,5.0,No,14.0,4.0,Extrovert
22823,3.0,No,10.0,5.0,No,14.0,8.0,
4602,4.0,Yes,,0.0,Yes,2.0,2.0,Introvert
12031,,No,4.0,7.0,No,10.0,10.0,Extrovert
21038,1.0,No,4.0,3.0,No,,7.0,
1355,11.0,Yes,3.0,0.0,Yes,2.0,,Introvert
16395,0.0,No,9.0,7.0,No,,5.0,Extrovert
13830,0.0,No,9.0,3.0,No,14.0,5.0,Extrovert
11814,3.0,No,6.0,3.0,No,10.0,,Extrovert
12921,0.0,No,8.0,,No,14.0,3.0,Extrovert
10032,6.0,Yes,1.0,,Yes,5.0,1.0,Introvert
5908,6.0,No,10.0,6.0,No,9.0,3.0,Introvert
14574,0.0,No,7.0,4.0,No,12.0,3.0,Extrovert
17534,,No,4.0,5.0,No,14.0,4.0,Extrovert
186,1.0,No,7.0,4.0,No,6.0,,Extrovert
1017,0.0,No,9.0,5.0,No,13.0,6.0,Extrovert
12386,1.0,No,4.0,7.0,No,11.0,7.0,Extrovert
6472,2.0,No,4.0,3.0,No,12.0,9.0,Extrovert
23328,6.0,Yes,2.0,3.0,Yes,5.0,2.0,
20788,0.0,No,5.0,5.0,No,15.0,6.0,
18128,,No,8.0,3.0,No,7.0,8.0,Extrovert
19908,2.0,No,8.0,3.0,No,12.0,4.0,
18496,1.0,No,5.0,4.0,No,7.0,7.0,Extrovert
987,1.0,No,5.0,6.0,No,13.0,7.0,Extrovert
19934,2.0,No,9.0,7.0,No,11.0,9.0,
22401,0.0,No,9.0,4.0,,10.0,4.0,
2058,0.0,No,7.0,6.0,No,4.0,9.0,Extrovert
12513,10.0,,1.0,2.0,Yes,1.0,1.0,Introvert
4264,7.0,Yes,2.0,2.0,Yes,3.0,3.0,Introvert
17406,4.0,,1.0,0.0,Yes,1.0,1.0,Introvert
11231,3.0,No,5.0,3.0,No,9.0,4.0,Extrovert
17325,0.0,No,5.0,,No,9.0,4.0,Extrovert
16372,3.0,No,10.0,6.0,No,11.0,5.0,Extrovert
19180,10.0,Yes,1.0,2.0,Yes,3.0,1.0,
11866,1.0,No,7.0,3.0,No,11.0,,Extrovert
3275,0.0,No,4.0,4.0,No,6.0,6.0,Extrovert
4186,0.0,No,8.0,,No,12.0,9.0,Extrovert
5613,0.0,No,6.0,3.0,No,14.0,9.0,Extrovert
4037,2.0,No,10.0,4.0,No,10.0,9.0,Extrovert
20552,2.0,No,7.0,6.0,No,11.0,5.0,
21564,4.0,Yes,3.0,3.0,Yes,1.0,3.0,
1457,2.0,No,8.0,6.0,No,13.0,7.0,Extrovert
1103,1.0,,9.0,6.0,No,10.0,9.0,Extrovert
15313,2.0,No,7.0,6.0,No,5.0,5.0,Extrovert
9695,6.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert
15072,2.0,No,8.0,,No,8.0,6.0,Introvert
22871,3.0,No,7.0,4.0,No,5.0,8.0,
16586,0.0,No,6.0,3.0,No,5.0,9.0,Extrovert
17007,5.0,Yes,0.0,,Yes,4.0,1.0,Introvert
2168,0.0,No,4.0,5.0,No,4.0,3.0,Extrovert
17683,4.0,,5.0,5.0,No,10.0,9.0,Extrovert
14209,0.0,No,7.0,3.0,No,,3.0,Extrovert
4623,2.0,No,7.0,7.0,No,6.0,5.0,Introvert
2418,3.0,No,4.0,5.0,No,13.0,5.0,Extrovert
23757,2.0,No,9.0,3.0,No,15.0,8.0,
4076,5.0,Yes,0.0,1.0,,3.0,1.0,Introvert
8864,11.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
14015,,No,7.0,5.0,No,7.0,4.0,Extrovert
21071,3.0,No,9.0,3.0,No,7.0,4.0,
22115,1.0,No,5.0,4.0,No,10.0,3.0,
13687,2.0,No,4.0,6.0,No,5.0,3.0,Extrovert
18463,1.0,No,,6.0,No,11.0,3.0,Extrovert
20969,,No,6.0,5.0,No,11.0,5.0,
22407,7.0,Yes,3.0,1.0,Yes,4.0,0.0,
14193,0.0,No,5.0,,No,10.0,5.0,Extrovert
8196,,Yes,0.0,3.0,Yes,4.0,0.0,Extrovert
5998,4.0,No,9.0,3.0,No,6.0,8.0,Extrovert
14273,2.0,No,10.0,5.0,No,9.0,8.0,Extrovert
2556,3.0,No,9.0,6.0,No,13.0,7.0,Extrovert
3827,2.0,No,8.0,5.0,No,9.0,,Introvert
21399,3.0,No,7.0,4.0,No,10.0,5.0,
18195,3.0,No,5.0,6.0,No,,4.0,Extrovert
11217,3.0,No,,5.0,No,11.0,3.0,Extrovert
6292,3.0,No,7.0,7.0,No,,9.0,Extrovert
11942,3.0,No,4.0,4.0,No,7.0,9.0,Extrovert
4542,6.0,Yes,,1.0,Yes,5.0,1.0,Introvert
20489,,No,5.0,5.0,No,11.0,8.0,
15198,0.0,No,5.0,6.0,No,12.0,8.0,Extrovert
11391,6.0,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
23823,2.0,No,4.0,7.0,No,9.0,10.0,
8939,4.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert
23321,,No,3.0,6.0,No,8.0,8.0,
22459,2.0,No,9.0,4.0,No,6.0,10.0,
7472,6.0,Yes,0.0,5.0,Yes,4.0,1.0,Introvert
15854,3.0,No,8.0,5.0,,9.0,6.0,Extrovert
21211,7.0,Yes,3.0,1.0,,3.0,1.0,
20762,3.0,No,9.0,4.0,No,15.0,6.0,
5191,2.0,No,9.0,7.0,No,8.0,9.0,Extrovert
23056,7.0,Yes,2.0,0.0,,2.0,0.0,
2902,1.0,No,9.0,3.0,No,5.0,,Extrovert
9278,3.0,Yes,2.0,2.0,Yes,2.0,2.0,Extrovert
21455,8.0,Yes,0.0,2.0,Yes,5.0,3.0,
9249,1.0,No,5.0,4.0,No,8.0,3.0,Extrovert
24159,1.0,No,4.0,4.0,No,11.0,8.0,
21499,5.0,Yes,5.0,1.0,Yes,4.0,1.0,
7052,3.0,No,7.0,5.0,No,15.0,5.0,Extrovert
15953,1.0,No,5.0,6.0,No,14.0,6.0,Extrovert
24458,2.0,No,7.0,,No,6.0,6.0,
2689,0.0,No,8.0,6.0,No,9.0,7.0,Extrovert
24057,2.0,No,4.0,,No,13.0,6.0,
15626,0.0,No,7.0,6.0,No,7.0,9.0,Extrovert
24296,2.0,No,7.0,3.0,No,13.0,6.0,
17444,1.0,No,5.0,5.0,No,9.0,9.0,Extrovert
15684,8.0,Yes,3.0,1.0,Yes,1.0,0.0,Introvert
8760,10.0,Yes,2.0,0.0,Yes,3.0,,Extrovert
17421,0.0,No,5.0,3.0,No,10.0,9.0,Extrovert
22630,11.0,Yes,2.0,0.0,Yes,4.0,2.0,
17929,2.0,No,6.0,7.0,No,15.0,4.0,Extrovert
15457,1.0,No,7.0,3.0,No,6.0,,Extrovert
7701,0.0,No,4.0,4.0,No,11.0,6.0,Extrovert
11048,10.0,,1.0,0.0,Yes,5.0,0.0,Introvert
4073,2.0,No,4.0,5.0,No,6.0,7.0,Extrovert
18633,9.0,Yes,0.0,2.0,Yes,5.0,,
7652,6.0,Yes,1.0,,Yes,1.0,1.0,Introvert
22942,2.0,No,3.0,6.0,No,5.0,6.0,
12871,3.0,No,8.0,6.0,No,14.0,5.0,Extrovert
8487,3.0,No,6.0,3.0,No,15.0,3.0,Extrovert
10706,0.0,No,6.0,4.0,No,8.0,5.0,Extrovert
4845,1.0,No,10.0,7.0,No,14.0,3.0,Extrovert
3567,,No,4.0,,No,11.0,9.0,Extrovert
9534,3.0,No,6.0,,No,6.0,8.0,Extrovert
3379,0.0,No,9.0,,No,10.0,9.0,Extrovert
1908,9.0,Yes,2.0,,Yes,5.0,1.0,Introvert
16422,4.0,,3.0,2.0,Yes,0.0,1.0,Introvert
15503,0.0,No,7.0,7.0,No,9.0,10.0,Extrovert
13583,0.0,No,6.0,6.0,No,10.0,5.0,Extrovert
4128,7.0,Yes,2.0,,Yes,1.0,0.0,Introvert
22704,2.0,No,3.0,5.0,No,6.0,5.0,
19889,1.0,No,4.0,7.0,No,12.0,7.0,
3337,0.0,No,,5.0,No,7.0,4.0,Extrovert
21010,4.0,No,6.0,3.0,No,8.0,4.0,
14543,0.0,No,4.0,4.0,No,7.0,3.0,Extrovert
14030,2.0,No,10.0,3.0,No,6.0,9.0,Extrovert
13999,3.0,No,9.0,6.0,No,10.0,9.0,Extrovert
23661,0.0,No,6.0,6.0,No,14.0,2.0,
5488,1.0,No,8.0,4.0,No,8.0,6.0,Extrovert
3746,2.0,No,8.0,,No,8.0,10.0,Extrovert
11170,8.0,Yes,2.0,2.0,Yes,5.0,3.0,Introvert
7815,2.0,No,8.0,5.0,No,,9.0,Extrovert
9262,0.0,No,,7.0,No,6.0,8.0,Extrovert
18760,3.0,No,4.0,4.0,No,6.0,7.0,
22529,3.0,No,4.0,7.0,No,11.0,7.0,
22708,1.0,No,6.0,5.0,No,8.0,4.0,
408,0.0,No,8.0,5.0,No,10.0,7.0,Extrovert
6786,10.0,Yes,0.0,0.0,Yes,4.0,3.0,Introvert
18742,1.0,No,9.0,7.0,No,9.0,4.0,
15791,2.0,No,10.0,5.0,No,12.0,4.0,Extrovert
12177,7.0,Yes,3.0,3.0,Yes,3.0,1.0,Introvert
15898,9.0,,1.0,0.0,Yes,4.0,2.0,Introvert
20786,3.0,No,9.0,3.0,No,0.0,8.0,
37,2.0,No,7.0,4.0,No,5.0,3.0,Extrovert
16323,0.0,No,5.0,6.0,No,5.0,9.0,Extrovert
538,3.0,No,8.0,3.0,No,7.0,8.0,Extrovert
13643,3.0,No,9.0,4.0,No,14.0,,Extrovert
9763,0.0,No,6.0,4.0,No,7.0,7.0,Extrovert
883,2.0,No,4.0,5.0,No,10.0,5.0,Extrovert
9677,3.0,,9.0,3.0,No,15.0,5.0,Extrovert
23533,0.0,No,6.0,6.0,No,4.0,7.0,
1079,3.0,No,6.0,5.0,No,9.0,3.0,Extrovert
16847,0.0,No,9.0,5.0,No,12.0,3.0,Introvert
4339,0.0,No,7.0,,No,5.0,6.0,Extrovert
3011,3.0,No,4.0,3.0,No,13.0,6.0,Extrovert
21280,2.0,No,7.0,3.0,No,,7.0,
3048,3.0,No,9.0,5.0,,14.0,8.0,Extrovert
14151,4.0,Yes,1.0,3.0,Yes,3.0,1.0,Introvert
7879,5.0,,3.0,2.0,Yes,5.0,2.0,Introvert
7039,6.0,Yes,2.0,0.0,Yes,8.0,2.0,Introvert
6586,0.0,No,9.0,5.0,No,14.0,8.0,Extrovert
9515,7.0,Yes,2.0,3.0,Yes,6.0,0.0,Introvert
9762,0.0,No,6.0,6.0,No,11.0,5.0,Extrovert
8126,2.0,No,8.0,6.0,No,13.0,9.0,Extrovert
13970,2.0,No,5.0,6.0,,6.0,7.0,Extrovert
5010,2.0,No,9.0,3.0,No,14.0,9.0,Extrovert
13930,,No,4.0,6.0,,11.0,3.0,Extrovert
17354,9.0,,2.0,1.0,Yes,3.0,1.0,Introvert
4489,3.0,No,7.0,6.0,No,10.0,3.0,Extrovert
8015,1.0,No,5.0,6.0,No,,10.0,Extrovert
7535,0.0,No,9.0,4.0,No,14.0,4.0,Extrovert
4853,2.0,No,8.0,4.0,No,6.0,6.0,Extrovert
19252,1.0,No,7.0,6.0,No,5.0,7.0,
16703,0.0,No,5.0,3.0,No,10.0,10.0,Introvert
20361,,Yes,2.0,2.0,Yes,2.0,2.0,
16874,6.0,Yes,3.0,0.0,Yes,3.0,3.0,Introvert
12576,1.0,,7.0,6.0,No,13.0,6.0,Extrovert
20408,3.0,No,8.0,,No,11.0,10.0,
18130,2.0,No,8.0,3.0,No,14.0,3.0,Extrovert
18781,1.0,No,9.0,6.0,No,15.0,6.0,
662,1.0,No,7.0,7.0,No,13.0,10.0,Extrovert
15809,9.0,Yes,2.0,,Yes,3.0,1.0,Introvert
14797,2.0,No,8.0,4.0,No,15.0,7.0,Extrovert
6728,0.0,No,5.0,5.0,No,4.0,7.0,Extrovert
12972,0.0,No,,3.0,No,7.0,8.0,Extrovert
20281,2.0,No,6.0,6.0,No,5.0,4.0,
14727,8.0,Yes,1.0,1.0,Yes,4.0,0.0,Introvert
23525,10.0,Yes,,1.0,Yes,5.0,1.0,
1549,2.0,No,5.0,7.0,No,5.0,3.0,Extrovert
14227,2.0,No,9.0,5.0,No,9.0,10.0,Extrovert
2039,0.0,No,8.0,4.0,No,12.0,5.0,Extrovert
5071,,No,6.0,7.0,No,13.0,4.0,Extrovert
808,2.0,No,4.0,7.0,No,9.0,,Extrovert
17516,0.0,No,8.0,7.0,No,7.0,10.0,Extrovert
20507,4.0,,2.0,0.0,Yes,2.0,2.0,
6290,7.0,Yes,3.0,3.0,Yes,3.0,2.0,Introvert
7298,3.0,No,9.0,5.0,No,10.0,8.0,Extrovert
8770,1.0,No,4.0,7.0,No,11.0,3.0,Extrovert
1641,3.0,No,10.0,6.0,No,10.0,4.0,Extrovert
17003,3.0,No,5.0,5.0,No,,8.0,Extrovert
17587,2.0,No,5.0,5.0,No,9.0,,Extrovert
5405,1.0,No,9.0,4.0,No,7.0,4.0,Extrovert
13813,3.0,No,5.0,6.0,No,15.0,6.0,Extrovert
24395,6.0,Yes,1.0,1.0,Yes,5.0,0.0,
23280,1.0,No,5.0,5.0,No,14.0,5.0,
20835,1.0,No,9.0,7.0,No,15.0,5.0,
5048,3.0,No,4.0,5.0,No,8.0,3.0,Introvert
18138,1.0,,9.0,4.0,No,8.0,8.0,Extrovert
14150,10.0,,1.0,0.0,Yes,4.0,2.0,Introvert
16829,3.0,,6.0,6.0,No,12.0,5.0,Extrovert
7265,10.0,Yes,0.0,3.0,Yes,3.0,2.0,Introvert
9523,2.0,No,,6.0,No,6.0,4.0,Extrovert
14065,,No,6.0,5.0,No,13.0,3.0,Extrovert
585,,No,9.0,5.0,No,10.0,4.0,Extrovert
16554,3.0,No,4.0,,No,13.0,9.0,Extrovert
14439,0.0,No,8.0,4.0,No,8.0,5.0,Extrovert
8836,1.0,No,7.0,3.0,No,4.0,8.0,Extrovert
6871,0.0,No,6.0,,No,12.0,4.0,Extrovert
5088,0.0,No,4.0,6.0,No,7.0,6.0,Extrovert
24450,0.0,No,6.0,3.0,No,6.0,6.0,
19813,3.0,No,5.0,6.0,No,15.0,4.0,
17786,0.0,No,8.0,5.0,No,9.0,4.0,Extrovert
8443,2.0,No,6.0,6.0,No,7.0,5.0,Extrovert
9077,4.0,No,4.0,,No,,6.0,Extrovert
22215,3.0,No,4.0,6.0,No,4.0,9.0,
12984,1.0,No,9.0,3.0,No,10.0,5.0,Extrovert
10317,2.0,No,5.0,6.0,No,6.0,8.0,Extrovert
23025,4.0,No,4.0,3.0,No,11.0,8.0,
3439,7.0,Yes,,2.0,Yes,5.0,1.0,Introvert
7545,5.0,Yes,,1.0,Yes,5.0,0.0,Introvert
1399,0.0,No,9.0,5.0,No,8.0,6.0,Extrovert
4901,8.0,Yes,1.0,3.0,Yes,4.0,1.0,Introvert
17791,9.0,Yes,,0.0,Yes,5.0,2.0,Introvert
552,2.0,No,,4.0,No,5.0,4.0,Extrovert
15558,3.0,No,7.0,7.0,No,6.0,7.0,Extrovert
14073,1.0,No,8.0,4.0,No,9.0,8.0,Extrovert
24431,,Yes,3.0,0.0,Yes,4.0,1.0,
8968,2.0,No,8.0,6.0,No,10.0,3.0,Extrovert
14404,0.0,No,6.0,7.0,No,10.0,7.0,Extrovert
280,3.0,No,9.0,7.0,No,14.0,3.0,Extrovert
6962,3.0,No,3.0,,No,6.0,6.0,Extrovert
1488,1.0,,4.0,3.0,No,5.0,6.0,Extrovert
1937,0.0,No,8.0,7.0,No,14.0,6.0,Extrovert
23214,8.0,Yes,3.0,0.0,Yes,1.0,0.0,
15470,2.0,No,6.0,5.0,No,10.0,8.0,Extrovert
14959,7.0,Yes,2.0,2.0,Yes,0.0,2.0,Introvert
11823,3.0,No,6.0,7.0,No,8.0,7.0,Extrovert
21456,0.0,No,8.0,5.0,No,13.0,,
11556,3.0,No,9.0,6.0,No,14.0,9.0,Extrovert
18228,10.0,Yes,3.0,1.0,Yes,5.0,3.0,Introvert
3550,4.0,Yes,3.0,1.0,Yes,0.0,1.0,Introvert
20667,0.0,No,8.0,7.0,No,5.0,7.0,
11939,1.0,No,4.0,,No,15.0,5.0,Extrovert
17906,0.0,No,,3.0,No,9.0,6.0,Extrovert
23529,10.0,Yes,3.0,0.0,Yes,1.0,1.0,
10779,0.0,No,9.0,6.0,,6.0,6.0,Extrovert
18601,1.0,No,4.0,,No,11.0,7.0,
2055,1.0,No,6.0,5.0,No,12.0,3.0,Extrovert
23228,3.0,No,4.0,5.0,No,,9.0,
9036,1.0,No,,3.0,No,12.0,7.0,Extrovert
18426,1.0,No,,4.0,No,10.0,8.0,Extrovert
8963,,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
6702,3.0,No,,4.0,No,11.0,6.0,Extrovert
20512,4.0,No,9.0,5.0,No,13.0,3.0,
7395,3.0,No,5.0,,No,8.0,9.0,Extrovert
4945,3.0,No,7.0,4.0,No,4.0,8.0,Extrovert
12837,10.0,Yes,1.0,2.0,,5.0,2.0,Introvert
23469,4.0,Yes,3.0,0.0,Yes,,2.0,
1384,0.0,No,7.0,5.0,No,12.0,5.0,Extrovert
16756,1.0,No,7.0,7.0,No,,7.0,Extrovert
8807,1.0,No,6.0,3.0,No,9.0,4.0,Extrovert
16144,0.0,No,4.0,6.0,No,11.0,3.0,Extrovert
16450,,No,4.0,5.0,No,5.0,6.0,Extrovert
2622,3.0,No,4.0,3.0,No,,6.0,Extrovert
9274,0.0,No,,6.0,No,10.0,9.0,Extrovert
17320,0.0,,5.0,6.0,No,9.0,8.0,Extrovert
22649,2.0,No,5.0,7.0,No,11.0,4.0,
6552,3.0,No,3.0,7.0,No,,5.0,Extrovert
492,2.0,,6.0,5.0,No,12.0,3.0,Extrovert
20432,2.0,No,5.0,5.0,No,14.0,10.0,
11067,2.0,No,5.0,3.0,No,11.0,5.0,Extrovert
201,0.0,No,7.0,4.0,,,6.0,Extrovert
11353,0.0,,4.0,5.0,No,12.0,6.0,Extrovert
15841,0.0,No,7.0,4.0,No,9.0,5.0,Extrovert
9649,3.0,No,6.0,3.0,No,10.0,6.0,Extrovert
14254,3.0,No,8.0,4.0,No,14.0,,Extrovert
6819,10.0,Yes,2.0,2.0,,0.0,1.0,Introvert
8960,3.0,No,5.0,5.0,No,8.0,4.0,Extrovert
9535,11.0,Yes,3.0,3.0,Yes,4.0,3.0,Introvert
9873,9.0,Yes,3.0,2.0,,5.0,0.0,Introvert
16434,4.0,Yes,1.0,1.0,Yes,5.0,2.0,Extrovert
556,6.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert
3482,2.0,No,7.0,5.0,No,7.0,4.0,Extrovert
23400,1.0,No,7.0,4.0,No,11.0,3.0,
23121,0.0,No,8.0,7.0,No,13.0,5.0,
10940,1.0,No,9.0,3.0,No,12.0,5.0,Extrovert
10701,0.0,No,8.0,7.0,No,8.0,7.0,Extrovert
9462,8.0,No,0.0,5.0,No,3.0,0.0,Introvert
22398,3.0,No,8.0,5.0,No,11.0,9.0,
10496,2.0,No,6.0,7.0,No,10.0,3.0,Extrovert
16674,2.0,No,6.0,5.0,No,12.0,9.0,Extrovert
