id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
13207,8,Yes,2,2,,4,2,Introvert
13208,3,No,8,6,No,15,8,Extrovert
13209,,No,9,7,No,8,5,Extrovert
13210,2,No,,6,No,7,9,Extrovert
13211,0,No,4,5,,15,7,Extrovert
13212,0,No,8,,No,14,8,Extrovert
13213,2,No,10,7,No,10,8,Extrovert
13214,0,No,3,4,No,8,8,Extrovert
13215,2,No,8,4,No,8,8,Extrovert
13216,2,No,6,6,No,10,7,Extrovert
13217,10,Yes,1,0,,3,2,Introvert
13218,1,No,6,5,,6,5,Extrovert
13219,2,No,9,3,No,6,4,Extrovert
13220,3,No,9,7,No,11,9,Extrovert
13221,0,No,6,7,No,9,6,Extrovert
13222,2,No,4,4,No,14,10,Extrovert
13223,0,No,,4,No,5,5,Extrovert
13224,5,,1,1,Yes,5,1,Introvert
13225,11,Yes,0,0,Yes,0,2,Extrovert
13226,1,No,4,6,No,13,9,Extrovert
13227,3,,6,5,No,15,7,Extrovert
13228,0,No,4,4,No,,8,Extrovert
13229,0,No,5,7,No,10,5,Extrovert
13230,0,No,8,7,No,9,9,Extrovert
13231,4,No,4,4,No,11,10,Extrovert
13232,6,Yes,3,0,,5,0,Introvert
13233,9,Yes,,2,Yes,4,2,Introvert
13234,0,No,8,5,No,6,3,Extrovert
13235,0,No,9,3,No,13,3,Extrovert
13236,3,No,8,6,No,14,9,Extrovert
13237,2,No,,3,No,9,7,Extrovert
13238,3,No,4,5,,6,8,Extrovert
13239,10,Yes,3,2,,4,0,Introvert
13240,9,Yes,1,,Yes,3,0,Introvert
13241,8,Yes,3,,Yes,1,2,Introvert
13242,3,No,9,5,No,5,5,Extrovert
13243,1,No,9,5,No,14,10,Extrovert
13244,0,No,4,3,No,8,7,Extrovert
13245,5,Yes,1,,Yes,4,0,Introvert
13246,4,Yes,2,,Yes,5,0,Introvert
13247,3,No,7,3,No,15,5,Extrovert
13248,7,Yes,,2,,5,,Introvert
13249,9,Yes,3,2,Yes,3,0,Introvert
13250,2,No,4,4,No,14,4,Extrovert
13251,3,No,4,7,No,9,10,Extrovert
13252,1,No,4,4,No,,7,Extrovert
13253,8,Yes,1,1,,4,0,Introvert
13254,3,No,7,,No,12,10,Extrovert
13255,1,No,7,7,No,8,9,Extrovert
13256,2,No,8,5,No,9,8,Extrovert
13257,5,Yes,3,,Yes,4,0,Introvert
13258,10,Yes,2,1,,5,0,Introvert
13259,5,,1,2,Yes,2,1,Introvert
13260,3,No,8,6,,4,7,Extrovert
13261,5,Yes,1,,Yes,4,2,Introvert
13262,11,Yes,1,,Yes,3,1,Introvert
13263,1,No,7,3,No,5,5,Extrovert
13264,3,No,3,4,No,9,9,Extrovert
13265,,Yes,,0,Yes,1,1,Introvert
13266,3,No,9,6,No,12,3,Extrovert
13267,1,No,6,4,No,6,,Extrovert
13268,3,No,5,5,No,5,10,Extrovert
13269,4,Yes,1,2,Yes,0,0,Extrovert
13270,0,No,5,,No,12,9,Extrovert
13271,1,No,4,3,No,15,8,Extrovert
13272,2,No,5,5,No,8,,Extrovert
13273,6,Yes,0,1,,5,0,Introvert
13274,10,No,8,3,No,8,3,Extrovert
13275,4,Yes,3,1,,4,1,Introvert
13276,6,,2,0,Yes,1,0,Introvert
13277,2,,5,5,No,14,9,Extrovert
13278,2,No,8,4,No,11,4,Extrovert
13279,2,No,9,4,No,13,6,Extrovert
13280,0,No,3,5,No,15,8,Extrovert
13281,2,No,5,3,No,8,9,Extrovert
13282,5,Yes,1,1,Yes,2,0,Introvert
13283,6,Yes,3,3,Yes,3,0,Introvert
13284,1,No,8,6,No,8,3,Extrovert
13285,0,No,9,6,No,8,5,Extrovert
13286,0,No,5,7,No,9,8,Extrovert
13287,4,No,10,4,No,6,10,Extrovert
13288,0,No,8,6,No,10,3,Extrovert
13289,,No,4,3,No,11,8,Extrovert
13290,3,No,10,6,No,11,10,Extrovert
13291,1,No,8,4,No,7,10,Extrovert
13292,11,Yes,1,0,Yes,1,2,Introvert
13293,1,No,8,6,No,6,5,Extrovert
13294,0,No,8,5,No,10,3,Extrovert
13295,2,No,6,,No,14,5,Extrovert
13296,,Yes,3,3,Yes,4,3,Introvert
13297,6,Yes,,1,Yes,0,2,Introvert
13298,0,No,8,,No,11,4,Extrovert
13299,0,No,5,5,No,14,,Extrovert
13300,7,Yes,0,1,,1,1,Introvert
13301,2,No,7,4,No,5,8,Extrovert
13302,1,,6,5,No,14,9,Extrovert
13303,2,No,3,5,No,9,6,Extrovert
13304,11,Yes,2,2,Yes,4,0,Introvert
13305,3,No,5,,No,10,7,Extrovert
13306,11,Yes,3,,Yes,0,2,Introvert
13307,1,No,8,4,No,8,5,Extrovert
13308,,Yes,3,2,Yes,1,0,Introvert
13309,1,No,5,3,No,,6,Extrovert
13310,0,No,6,,No,8,8,Extrovert
13311,3,No,4,6,No,4,8,Extrovert
13312,3,No,8,5,No,15,,Extrovert
13313,2,No,5,6,No,12,6,Extrovert
13314,0,No,7,6,No,8,3,Extrovert
13315,1,No,8,5,No,9,4,Extrovert
13316,3,No,6,,No,10,7,Extrovert
13317,0,No,6,4,No,6,5,Extrovert
13318,3,No,8,6,No,5,5,Extrovert
13319,,No,8,5,No,13,3,Extrovert
13320,3,No,10,4,No,13,10,Extrovert
13321,5,Yes,,1,Yes,3,0,Introvert
13322,1,No,9,4,No,9,6,Extrovert
13323,8,Yes,0,1,Yes,3,,Introvert
13324,1,No,8,7,No,10,8,Extrovert
13325,2,No,10,6,No,14,3,Extrovert
13326,2,,6,4,No,11,9,Extrovert
13327,3,No,9,5,No,10,7,Extrovert
13328,2,,5,5,No,7,8,Extrovert
13329,8,Yes,1,1,Yes,5,3,Introvert
13330,0,No,9,4,No,14,8,Extrovert
13331,,Yes,1,0,Yes,4,1,Introvert
13332,5,,3,0,Yes,,1,Introvert
13333,3,No,8,3,No,8,9,Extrovert
13334,8,Yes,2,3,Yes,3,3,Introvert
13335,3,No,9,7,No,14,8,Extrovert
13336,9,Yes,3,2,Yes,6,1,Introvert
13337,0,No,9,4,No,5,6,Extrovert
13338,,Yes,3,1,Yes,,0,Introvert
13339,7,Yes,1,3,Yes,1,2,Introvert
13340,1,,5,3,No,11,6,Extrovert
13341,4,No,8,3,No,12,8,Extrovert
13342,4,No,5,3,No,7,10,Extrovert
13343,8,Yes,1,1,Yes,0,,Introvert
13344,11,Yes,1,2,Yes,3,0,Extrovert
13345,0,No,6,7,No,8,6,Extrovert
13346,1,No,3,4,No,11,7,Extrovert
13347,,No,8,4,No,11,4,Extrovert
13348,2,No,10,6,No,9,6,Extrovert
13349,3,No,6,7,No,14,7,Extrovert
13350,7,Yes,1,2,Yes,,3,Introvert
13351,3,No,7,5,No,,3,Extrovert
13352,0,No,6,7,No,9,5,Extrovert
13353,1,No,4,5,,12,6,Extrovert
13354,,No,8,3,No,8,,Extrovert
13355,0,No,6,,No,5,3,Extrovert
13356,1,No,7,6,No,7,10,Extrovert
13357,2,No,4,4,No,8,5,Extrovert
13358,2,No,4,6,No,8,4,Extrovert
13359,1,No,7,7,No,6,9,Extrovert
13360,1,No,10,6,No,10,4,Extrovert
13361,7,Yes,,2,Yes,4,2,Introvert
13362,1,No,4,5,No,12,7,Extrovert
13363,3,No,9,4,No,12,,Extrovert
13364,2,No,7,7,No,10,6,Extrovert
13365,,No,9,6,No,15,4,Extrovert
13366,1,No,7,,No,6,8,Extrovert
13367,,No,9,3,No,9,9,Extrovert
13368,3,No,9,4,No,11,3,Extrovert
13369,3,No,6,3,No,13,3,Extrovert
13370,0,No,,5,,6,4,Extrovert
13371,3,,7,5,No,7,5,Extrovert
13372,3,No,7,4,No,12,8,Extrovert
13373,3,No,7,,No,13,8,Extrovert
13374,3,No,7,,No,6,7,Extrovert
13375,3,No,10,6,No,12,7,Extrovert
13376,0,No,4,3,,12,5,Extrovert
13377,0,No,,,No,8,3,Extrovert
13378,4,No,5,4,No,12,6,Extrovert
13379,10,Yes,,2,Yes,3,2,Introvert
13380,0,,6,3,No,5,3,Extrovert
13381,3,No,7,5,No,15,8,Extrovert
13382,5,Yes,2,,Yes,1,1,Introvert
13383,1,No,8,3,No,,4,Extrovert
13384,3,No,8,5,No,13,6,Extrovert
13385,2,No,,6,No,7,5,Extrovert
13386,7,Yes,3,3,Yes,4,3,Introvert
13387,2,Yes,7,2,Yes,4,1,Extrovert
13388,0,No,8,5,No,10,4,Extrovert
13389,3,,10,4,No,5,4,Extrovert
13390,0,No,10,5,No,14,4,Extrovert
13391,8,Yes,,0,Yes,0,1,Introvert
13392,1,No,5,3,No,9,3,Extrovert
13393,1,No,8,,No,11,8,Extrovert
13394,11,,3,0,Yes,3,1,Introvert
13395,11,Yes,1,0,Yes,0,2,Extrovert
13396,2,No,5,4,No,8,,Extrovert
13397,2,No,5,5,No,5,4,Extrovert
13398,1,No,6,5,No,5,8,Extrovert
13399,2,No,6,7,No,4,8,Extrovert
13400,2,No,10,5,No,14,3,Extrovert
13401,5,Yes,1,0,Yes,2,4,Introvert
13402,3,No,5,3,No,7,3,Extrovert
13403,1,No,4,7,No,,4,Extrovert
13404,1,No,6,7,No,11,8,Extrovert
13405,11,Yes,0,1,,4,0,Introvert
13406,0,No,9,7,No,8,,Extrovert
13407,2,No,8,7,No,6,,Extrovert
13408,3,No,4,,No,7,3,Extrovert
13409,0,No,9,3,No,10,9,Extrovert
13410,1,No,3,6,No,4,9,Extrovert
13411,1,No,5,3,,10,4,Extrovert
13412,1,No,3,6,No,12,5,Extrovert
13413,,No,8,3,No,6,4,Extrovert
13414,7,Yes,3,2,,1,0,Introvert
13415,0,,9,3,No,8,5,Extrovert
13416,2,No,9,5,No,,7,Extrovert
13417,,No,7,3,No,5,7,Extrovert
13418,4,No,7,6,No,10,8,Extrovert
13419,3,No,9,5,No,11,5,Extrovert
13420,1,No,6,3,No,7,7,Extrovert
13421,1,No,9,3,,15,8,Extrovert
13422,4,Yes,1,1,Yes,,1,Introvert
13423,1,No,7,6,No,11,6,Extrovert
13424,4,No,4,5,No,6,5,Extrovert
13425,10,Yes,2,2,Yes,1,2,Introvert
13426,0,No,9,5,No,11,7,Extrovert
13427,1,No,,6,No,7,5,Extrovert
13428,0,No,4,6,No,10,,Extrovert
13429,10,Yes,0,4,Yes,3,1,Introvert
13430,0,No,7,,No,8,4,Extrovert
13431,4,No,4,5,No,8,5,Extrovert
13432,1,No,8,6,No,,4,Extrovert
13433,10,Yes,2,2,,2,0,Introvert
13434,3,No,,5,No,11,6,Extrovert
13435,11,Yes,,1,Yes,3,0,Introvert
13436,3,No,5,3,No,4,7,Extrovert
13437,3,No,7,4,No,5,6,Extrovert
13438,3,No,7,5,No,9,10,Extrovert
13439,1,No,7,5,No,11,7,Extrovert
13440,,No,9,6,No,12,8,Extrovert
13441,11,Yes,0,1,Yes,5,0,Introvert
13442,1,No,3,6,No,14,4,Extrovert
13443,2,,8,3,No,10,4,Extrovert
13444,9,Yes,0,1,,4,1,Extrovert
13445,2,No,5,4,No,5,,Extrovert
13446,1,No,3,5,No,14,8,Extrovert
13447,4,Yes,3,0,Yes,4,0,Extrovert
13448,8,,3,2,Yes,3,1,Introvert
13449,4,No,8,5,No,6,9,Extrovert
13450,0,No,7,5,No,5,6,Extrovert
13451,7,Yes,2,0,Yes,0,1,Introvert
13452,1,No,9,4,No,7,6,Extrovert
13453,2,,9,3,No,13,6,Extrovert
13454,4,,0,2,Yes,3,1,Introvert
13455,3,No,4,5,No,10,,Extrovert
13456,2,,4,7,No,10,4,Extrovert
13457,0,No,8,3,No,7,,Extrovert
13458,0,No,8,7,No,15,6,Extrovert
13459,5,,3,0,Yes,5,2,Introvert
13460,4,No,6,6,No,7,6,Introvert
13461,2,No,5,7,No,8,6,Extrovert
13462,4,No,7,5,No,9,7,Extrovert
13463,4,Yes,2,3,Yes,4,1,Introvert
13464,,No,9,5,No,13,4,Extrovert
13465,3,No,6,5,No,8,5,Extrovert
13466,9,,1,1,Yes,4,2,Introvert
13467,3,No,6,6,No,14,7,Extrovert
13468,9,Yes,0,1,No,3,,Extrovert
13469,2,No,9,4,No,10,3,Extrovert
13470,9,,2,2,Yes,0,1,Introvert
13471,3,No,6,3,No,13,4,Extrovert
13472,3,No,8,5,No,14,9,Extrovert
13473,1,No,7,7,No,,9,Extrovert
13474,1,No,10,4,No,7,9,Extrovert
13475,1,No,5,7,,8,10,Extrovert
13476,0,No,5,5,No,13,6,Extrovert
13477,0,No,8,7,No,10,9,Introvert
13478,3,No,8,4,No,11,10,Extrovert
13479,0,No,9,5,No,8,4,Extrovert
13480,3,No,9,5,No,14,3,Extrovert
13481,4,Yes,1,0,,4,2,Introvert
13482,0,No,7,7,No,6,7,Extrovert
13483,0,No,7,,No,14,7,Extrovert
13484,6,,0,,Yes,4,1,Extrovert
13485,3,No,8,5,No,10,9,Extrovert
13486,8,Yes,3,1,,3,1,Introvert
13487,3,No,4,7,No,6,8,Extrovert
13488,0,No,7,,No,11,9,Extrovert
13489,1,No,6,7,No,8,10,Extrovert
13490,9,Yes,2,2,Yes,2,0,Introvert
13491,0,No,4,6,No,12,7,Introvert
13492,1,No,4,6,,10,3,Extrovert
13493,2,No,3,5,No,6,3,Extrovert
13494,1,No,8,3,No,11,,Extrovert
13495,,Yes,,2,Yes,3,0,Introvert
13496,1,No,9,5,,12,5,Extrovert
13497,1,No,6,4,No,12,10,Extrovert
13498,1,No,7,6,No,9,5,Extrovert
13499,3,No,9,4,No,6,5,Extrovert
13500,1,No,5,6,No,13,10,Extrovert
13501,,No,7,5,No,11,5,Extrovert
13502,2,No,4,3,No,6,4,Extrovert
13503,3,No,8,6,No,11,10,Extrovert
13504,6,Yes,3,,Yes,3,,Introvert
13505,0,No,6,3,No,9,8,Extrovert
13506,0,No,8,5,No,12,7,Extrovert
13507,2,No,5,5,No,6,6,Extrovert
13508,2,No,7,7,No,11,8,Introvert
13509,8,,2,1,,2,0,Introvert
13510,9,Yes,0,3,Yes,5,1,Introvert
13511,3,No,4,7,No,,4,Extrovert
13512,0,No,8,4,No,10,6,Extrovert
13513,0,No,8,3,No,,3,Extrovert
13514,0,No,4,,No,13,7,Extrovert
13515,9,Yes,1,2,Yes,4,1,Introvert
13516,11,Yes,2,3,Yes,4,1,Introvert
13517,4,No,7,5,No,6,,Extrovert
13518,2,No,4,7,No,10,7,Extrovert
13519,1,No,5,5,No,8,7,Extrovert
13520,3,No,10,3,No,9,7,Extrovert
13521,3,,4,6,No,11,4,Introvert
13522,6,Yes,3,3,Yes,4,2,Introvert
13523,0,No,4,7,No,11,9,Extrovert
13524,,No,9,5,No,6,5,Extrovert
13525,9,,3,2,Yes,0,0,Introvert
13526,,No,3,4,No,6,5,Extrovert
13527,3,No,5,6,No,11,10,Extrovert
13528,0,No,4,,No,9,7,Extrovert
13529,,No,7,6,No,12,3,Extrovert
13530,5,Yes,1,2,Yes,4,,Introvert
13531,6,Yes,1,2,Yes,2,0,Introvert
13532,3,No,8,4,No,15,7,Extrovert
13533,3,No,9,7,No,5,5,Extrovert
13534,4,Yes,,1,Yes,2,1,Introvert
13535,0,No,9,,No,8,5,Extrovert
13536,3,No,6,,No,6,3,Extrovert
13537,0,No,8,4,No,,8,Extrovert
13538,0,No,5,5,No,13,7,Extrovert
13539,1,No,10,5,No,7,9,Extrovert
13540,2,No,5,5,,6,9,Extrovert
13541,3,No,3,5,No,11,8,Extrovert
13542,1,No,8,6,No,5,8,Extrovert
13543,3,No,8,3,No,8,5,Extrovert
13544,4,Yes,3,1,,4,2,Introvert
13545,0,No,6,3,No,12,,Extrovert
13546,1,No,8,5,No,4,5,Extrovert
13547,3,No,9,7,No,14,7,Extrovert
13548,11,Yes,,,Yes,3,1,Introvert
13549,,Yes,1,2,Yes,1,0,Introvert
13550,0,No,5,6,No,15,8,Extrovert
13551,2,No,6,5,No,14,4,Introvert
13552,3,No,5,3,No,11,5,Extrovert
13553,0,No,6,,No,10,6,Extrovert
13554,5,Yes,0,3,Yes,3,1,Introvert
13555,3,No,9,7,No,12,5,Extrovert
13556,0,No,7,7,No,6,3,Extrovert
13557,8,Yes,2,1,Yes,3,1,Introvert
13558,0,No,9,3,No,8,9,Extrovert
13559,0,No,9,4,No,4,4,Extrovert
13560,3,No,6,5,No,15,3,Extrovert
13561,0,No,7,5,No,14,5,Extrovert
13562,4,Yes,1,3,Yes,5,3,Introvert
13563,3,No,6,3,No,11,3,Extrovert
13564,2,No,4,5,No,,4,Extrovert
13565,1,No,6,5,No,8,9,Extrovert
13566,1,No,5,7,No,8,10,Extrovert
13567,10,Yes,2,,Yes,2,2,Introvert
13568,0,No,7,5,No,12,,Extrovert
13569,1,No,5,5,No,8,3,Extrovert
13570,2,No,4,,No,12,6,Extrovert
13571,7,Yes,,0,Yes,0,,Introvert
13572,8,Yes,3,3,Yes,3,3,Introvert
13573,1,No,8,,No,15,6,Extrovert
13574,0,No,9,7,No,14,10,Extrovert
13575,5,Yes,3,3,Yes,4,2,Introvert
13576,1,No,4,4,No,14,9,Extrovert
13577,,No,5,7,No,14,3,Introvert
13578,0,No,4,4,,6,5,Extrovert
13579,1,No,,5,No,8,7,Extrovert
13580,2,,7,6,No,13,5,Extrovert
13581,,No,1,5,No,4,6,Extrovert
13582,3,No,5,4,No,13,6,Extrovert
13583,0,No,6,6,No,10,5,Extrovert
13584,0,No,5,4,No,10,4,Extrovert
13585,0,No,5,6,No,13,,Extrovert
13586,3,No,9,4,No,13,,Extrovert
13587,3,No,7,,No,7,6,Extrovert
13588,2,No,9,5,No,5,7,Extrovert
13589,9,Yes,0,1,Yes,5,0,Introvert
13590,0,No,3,7,No,7,8,Extrovert
13591,0,No,5,4,No,,10,Extrovert
13592,1,No,9,6,No,8,8,Extrovert
13593,2,No,7,3,No,13,5,Extrovert
13594,3,No,9,6,No,,10,Extrovert
13595,0,No,4,5,No,10,6,Extrovert
13596,1,No,6,4,No,13,6,Extrovert
13597,3,,7,5,No,11,5,Extrovert
13598,0,No,7,7,No,13,3,Extrovert
13599,,No,6,3,No,8,6,Introvert
13600,3,No,9,6,No,10,7,Extrovert
13601,7,Yes,0,1,Yes,1,1,Introvert
13602,9,Yes,1,2,Yes,1,,Introvert
13603,1,No,6,4,No,15,4,Extrovert
13604,1,No,6,5,No,10,6,Extrovert
13605,2,No,,5,No,14,6,Extrovert
13606,,No,7,5,No,5,6,Extrovert
13607,4,No,8,7,No,8,10,Extrovert
13608,3,No,6,5,No,15,9,Introvert
13609,1,No,4,6,No,9,4,Extrovert
13610,10,Yes,1,1,Yes,1,1,Introvert
13611,3,No,5,6,No,11,7,Extrovert
13612,3,No,6,5,No,4,6,Extrovert
13613,3,No,5,6,No,6,6,Extrovert
13614,1,No,4,5,No,12,3,Extrovert
13615,2,No,7,,No,5,2,Extrovert
13616,1,No,4,7,No,,7,Extrovert
13617,8,,2,1,Yes,5,2,Introvert
13618,2,No,8,5,No,5,5,Extrovert
13619,2,No,,7,No,8,6,Extrovert
13620,9,,3,2,Yes,5,0,Extrovert
13621,4,Yes,2,0,,3,1,Introvert
13622,8,Yes,3,1,Yes,3,3,Introvert
13623,4,Yes,3,1,,2,1,Introvert
13624,3,No,6,3,No,7,7,Extrovert
13625,2,No,3,6,No,7,3,Extrovert
13626,1,No,7,6,No,12,8,Extrovert
13627,2,No,,5,No,11,5,Extrovert
13628,1,No,5,,No,8,5,Extrovert
13629,0,,9,6,No,10,6,Extrovert
13630,5,Yes,,1,Yes,4,0,Introvert
13631,5,Yes,3,2,,3,1,Introvert
13632,2,No,7,,No,8,9,Extrovert
13633,1,No,6,6,No,5,7,Extrovert
13634,2,No,8,3,No,,6,Extrovert
13635,8,Yes,3,1,Yes,0,,Introvert
13636,1,No,4,6,No,5,5,Extrovert
13637,0,No,,3,No,9,7,Extrovert
13638,5,Yes,7,0,Yes,5,2,Extrovert
13639,0,No,9,6,No,9,9,Extrovert
13640,0,No,10,5,No,12,7,Extrovert
13641,4,No,10,4,No,14,10,Extrovert
13642,2,No,8,6,No,9,,Extrovert
13643,3,No,9,4,No,14,,Extrovert
13644,3,No,5,4,No,6,,Extrovert
13645,2,No,,7,No,7,9,Extrovert
13646,0,No,9,,No,7,6,Extrovert
13647,1,No,5,3,No,11,7,Extrovert
13648,,Yes,0,3,Yes,5,1,Introvert
13649,5,Yes,1,2,,,2,Introvert
13650,3,No,7,,No,10,9,Extrovert
13651,8,Yes,1,0,Yes,,1,Introvert
13652,1,No,6,,No,4,4,Extrovert
13653,0,,7,6,No,8,8,Extrovert
13654,0,No,4,5,No,,3,Extrovert
13655,1,No,5,5,No,15,10,Extrovert
13656,,No,4,7,No,10,8,Extrovert
13657,2,No,4,5,No,,9,Extrovert
13658,2,No,9,3,,14,7,Extrovert
13659,1,No,7,,No,13,4,Extrovert
13660,3,No,5,7,No,6,6,Extrovert
13661,1,No,7,,No,14,6,Extrovert
13662,0,,5,4,No,14,4,Extrovert
13663,3,No,9,4,No,14,3,Extrovert
13664,0,No,7,7,No,8,8,Extrovert
13665,0,No,5,3,No,10,7,Extrovert
13666,7,Yes,1,,Yes,5,0,Introvert
13667,5,,3,0,Yes,2,2,Introvert
13668,3,No,7,3,No,8,8,Extrovert
13669,7,Yes,2,2,Yes,0,,Introvert
13670,2,No,7,3,No,,4,Extrovert
13671,1,No,4,7,,11,4,Extrovert
13672,1,No,8,4,No,13,4,Extrovert
13673,3,No,10,4,No,13,9,Extrovert
13674,2,No,6,7,No,13,8,Extrovert
13675,1,No,4,4,No,14,7,Extrovert
13676,0,No,6,5,No,13,4,Extrovert
13677,0,,9,4,No,12,8,Extrovert
13678,1,No,6,6,No,15,9,Extrovert
13679,1,No,4,5,No,12,8,Extrovert
13680,0,No,6,5,,8,3,Extrovert
13681,3,No,6,5,No,13,5,Extrovert
13682,3,No,4,3,No,5,4,Extrovert
13683,2,,4,4,No,12,10,Extrovert
13684,10,Yes,2,0,,4,1,Introvert
13685,3,No,6,,No,15,9,Extrovert
13686,3,No,8,6,No,15,4,Extrovert
13687,2,No,4,6,No,5,3,Extrovert
13688,0,No,7,7,No,12,5,Extrovert
13689,2,No,4,3,No,15,8,Extrovert
13690,1,,6,6,No,13,9,Extrovert
13691,1,No,3,5,No,14,9,Extrovert
13692,4,,3,2,,3,1,Introvert
13693,3,No,,6,No,12,10,Extrovert
13694,1,No,3,4,,,6,Extrovert
13695,0,No,4,5,No,5,9,Extrovert
13696,3,,7,4,No,6,5,Extrovert
13697,3,No,7,4,No,11,6,Extrovert
13698,7,,1,0,Yes,5,1,Introvert
13699,3,No,5,3,No,10,3,Extrovert
13700,3,No,8,4,No,9,6,Extrovert
13701,2,No,7,4,No,4,4,Extrovert
13702,2,No,4,6,No,12,9,Extrovert
13703,3,No,10,6,No,15,4,Extrovert
13704,1,No,3,6,No,3,6,Extrovert
13705,1,No,4,3,No,5,3,Extrovert
13706,3,No,10,5,,10,8,Extrovert
13707,2,No,8,,No,9,8,Extrovert
13708,0,,9,6,No,9,6,Extrovert
13709,1,No,8,7,No,11,9,Extrovert
13710,4,No,9,3,No,12,7,Extrovert
13711,1,No,5,4,No,12,,Extrovert
13712,9,Yes,3,,Yes,4,0,Introvert
13713,5,Yes,2,1,Yes,10,1,Introvert
13714,,No,4,,No,14,8,Extrovert
13715,2,,8,5,No,,9,Extrovert
13716,0,No,4,,No,14,8,Extrovert
13717,3,No,7,3,No,8,9,Extrovert
13718,10,,3,3,Yes,1,0,Introvert
13719,1,No,6,,No,7,3,Extrovert
13720,0,No,7,3,No,11,4,Extrovert
13721,2,No,10,4,No,10,7,Extrovert
13722,0,No,4,5,No,12,10,Extrovert
13723,10,Yes,3,1,Yes,,0,Introvert
13724,,No,,4,No,14,6,Extrovert
13725,4,Yes,0,2,Yes,7,0,Introvert
13726,1,No,8,7,No,15,4,Extrovert
13727,6,Yes,2,2,Yes,1,2,Extrovert
13728,10,Yes,1,1,Yes,2,1,Introvert
13729,1,No,8,3,No,8,3,Extrovert
13730,0,No,,7,No,12,4,Extrovert
13731,0,No,4,6,No,4,3,Extrovert
13732,1,No,5,,No,10,4,Extrovert
13733,3,No,4,6,No,10,8,Extrovert
13734,2,No,9,5,No,11,7,Extrovert
13735,1,No,8,5,No,14,5,Extrovert
13736,0,,8,7,No,7,3,Extrovert
13737,2,No,5,,No,10,6,Extrovert
13738,2,No,9,4,No,15,6,Extrovert
13739,1,No,8,6,No,4,5,Extrovert
13740,0,No,9,5,No,13,8,Extrovert
13741,8,Yes,2,0,,3,1,Introvert
13742,5,,1,0,Yes,4,0,Introvert
13743,0,No,5,4,No,9,5,Extrovert
13744,11,Yes,2,1,Yes,2,3,Introvert
13745,4,Yes,2,,Yes,4,2,Introvert
13746,1,No,8,5,No,6,4,Extrovert
13747,2,,4,5,No,5,5,Extrovert
13748,2,No,10,4,No,10,4,Extrovert
13749,1,No,5,6,No,14,8,Extrovert
13750,9,Yes,3,1,Yes,5,3,Introvert
13751,0,No,9,,No,15,7,Extrovert
13752,0,No,8,5,No,12,6,Extrovert
13753,2,No,6,3,No,5,9,Extrovert
13754,2,No,9,5,No,13,,Extrovert
13755,10,Yes,1,2,Yes,1,,Introvert
13756,1,No,8,6,No,12,4,Extrovert
13757,3,No,5,,No,7,5,Extrovert
13758,2,No,5,7,No,,9,Extrovert
13759,10,,0,1,Yes,4,0,Introvert
13760,1,No,4,7,No,10,4,Extrovert
13761,10,Yes,0,2,Yes,5,1,Introvert
13762,2,No,,6,No,,4,Extrovert
13763,0,No,10,3,No,10,5,Extrovert
13764,2,No,5,5,No,4,5,Extrovert
13765,0,No,8,,No,10,4,Extrovert
13766,,No,9,3,No,12,,Extrovert
13767,0,No,6,,,11,5,Extrovert
13768,,No,6,7,No,7,9,Extrovert
13769,9,Yes,1,2,Yes,4,0,Introvert
13770,3,No,7,7,No,10,9,Extrovert
13771,10,Yes,1,1,Yes,3,3,Introvert
13772,3,No,7,6,No,7,8,Extrovert
13773,8,,0,2,Yes,4,2,Introvert
13774,8,Yes,1,0,Yes,4,1,Introvert
13775,0,No,9,7,,8,8,Extrovert
13776,9,Yes,,,Yes,1,0,Introvert
13777,0,No,7,4,No,8,9,Extrovert
13778,0,No,4,5,No,10,9,Extrovert
13779,0,No,6,4,No,10,4,Extrovert
13780,3,No,,7,No,8,8,Extrovert
13781,2,No,10,4,No,14,8,Extrovert
13782,4,Yes,2,0,,3,0,Introvert
13783,3,No,9,7,No,13,7,Extrovert
13784,2,No,8,6,No,10,5,Extrovert
13785,0,No,9,4,No,11,4,Extrovert
13786,2,No,9,4,No,13,7,Extrovert
13787,5,No,6,4,No,15,3,Extrovert
13788,0,No,6,3,No,12,7,Extrovert
13789,,No,5,6,No,8,9,Extrovert
13790,6,Yes,1,0,Yes,,2,Introvert
13791,3,No,5,6,No,14,4,Extrovert
13792,0,No,6,4,No,10,3,Introvert
13793,0,,6,3,No,15,3,Extrovert
13794,7,Yes,2,3,Yes,1,3,Introvert
13795,4,Yes,3,0,Yes,3,2,Introvert
13796,1,No,6,6,No,14,4,Extrovert
13797,2,No,5,7,No,13,,Extrovert
13798,0,No,7,4,No,,6,Extrovert
13799,5,Yes,2,2,Yes,5,0,Extrovert
13800,1,No,7,7,No,10,8,Extrovert
13801,7,Yes,3,3,Yes,4,2,Introvert
13802,0,No,6,4,No,14,10,Extrovert
13803,3,No,8,4,No,11,3,Extrovert
13804,0,No,6,3,,8,7,Extrovert
13805,3,,4,3,No,7,6,Extrovert
13806,3,No,7,7,No,10,4,Extrovert
13807,0,No,8,7,No,,4,Extrovert
13808,0,No,9,6,No,15,9,Extrovert
13809,1,No,5,6,No,13,8,Extrovert
13810,0,No,9,3,No,12,5,Extrovert
